awsAccountId,description,exploitAvailable,findingArn,firstObservedAt,fixAvailable,lastObservedAt,severity,status,title,type,updatedAt,current_key,parent_key,inspectorScore
531341628109,"Applications that parse ETags from ""If-Match"" or ""If-None-Match"" request headers are vulnerable to DoS attack.

Users of affected versions should upgrade to the corresponding fixed version.

Users of older, unsupported versions could enforce a size limit on ""If-Match"" and ""If-None-Match"" headers, e.g. through a Filter.",NO,arn:aws:inspector2:ap-south-1:531341628109:finding/00b3ebc4eff11a778e547e8568173f80,2024-11-19 12:48:06.985000+05:30,YES,2024-11-19 12:48:06.985000+05:30,UNTRIAGED,ACTIVE,CVE-2024-38809 - org.springframework:spring-web,PACKAGE_VULNERABILITY,2024-11-19 12:48:06.985000+05:30,1,1,
531341628109,ncurses 6.4-20230610 has a NULL pointer dereference in tgetstr in tinfo/lib_termcap.c.,NO,arn:aws:inspector2:ap-south-1:531341628109:finding/0192dca5acca0f229d93424f2c8641c3,2024-11-19 12:48:06.985000+05:30,YES,2024-11-19 12:48:06.985000+05:30,MEDIUM,ACTIVE,"CVE-2023-45918 - ncurses-base, ncurses and 1 more",PACKAGE_VULNERABILITY,2024-11-19 12:48:06.985000+05:30,2,1,6.5
531341628109,"Use of Java's default temporary directory for file creation in `FileBackedOutputStream` in Google Guava versions 1.0 to 31.1 on Unix systems and Android Ice Cream Sandwich allows other users and apps on the machine with access to the default Java temporary directory to be able to access the files created by the class.

Even though the security vulnerability is fixed in version 32.0.0, we recommend using version 32.0.1 as version 32.0.0 breaks some functionality under Windows.",NO,arn:aws:inspector2:ap-south-1:531341628109:finding/0234b548933c02229c7b4a13a2d98b9c,2024-11-19 12:48:06.985000+05:30,YES,2024-11-19 12:48:06.985000+05:30,HIGH,ACTIVE,CVE-2023-2976 - com.google.guava:guava,PACKAGE_VULNERABILITY,2024-11-19 12:48:06.985000+05:30,3,1,7.1
531341628109,"Issue summary: Calling the OpenSSL API function SSL_select_next_proto with an empty supported client protocols buffer may cause a crash or memory contents to be sent to the peer.

Impact summary: A buffer overread can have a range of potential consequences such as unexpected application beahviour or a crash. In particular this issue could result in up to 255 bytes of arbitrary private data from memory being sent to the peer leading to a loss of confidentiality. However, only applications that directly call the SSL_select_next_proto function with a 0 length list of supported client protocols are affected by this issue. This would normally never be a valid scenario and is typically not under attacker control but may occur by accident in the case of a configuration or programming error in the calling application.

The OpenSSL API function SSL_select_next_proto is typically used by TLS applications that support ALPN (Application Layer Protocol Negotiation) or NPN (Next Protocol Negotiation). NPN is older, was nev",NO,arn:aws:inspector2:ap-south-1:531341628109:finding/02c4e7e2d3bba0698444b9490bcd2408,2024-11-19 12:48:06.985000+05:30,YES,2024-11-19 12:48:06.985000+05:30,MEDIUM,ACTIVE,"CVE-2024-5535 - openssl, openssl-libs",PACKAGE_VULNERABILITY,2024-11-19 12:48:06.985000+05:30,4,1,4.8
531341628109,NULL Pointer Dereference in GitHub repository vim/vim prior to 20d161ace307e28690229b68584f2d84556f8960.,NO,arn:aws:inspector2:ap-south-1:531341628109:finding/03e069c068f68a3a183ff2e6077764ca,2024-11-19 12:48:06.985000+05:30,YES,2024-11-19 12:48:06.985000+05:30,LOW,ACTIVE,"CVE-2023-5441 - vim-minimal, vim-data",PACKAGE_VULNERABILITY,2024-11-19 12:48:06.985000+05:30,5,1,2.9
531341628109,Xmlsoft Libxml2 v2.11.0 was discovered to contain an out-of-bounds read via the xmlSAX2StartElement() function at /libxml2/SAX2.c. This vulnerability allows attackers to cause a Denial of Service (DoS) via supplying a crafted XML file. NOTE: the vendor's position is that the product does not support the legacy SAX1 interface with custom callbacks; there is a crash even without crafted input.,NO,arn:aws:inspector2:ap-south-1:531341628109:finding/03fa3535c7f81a2b87260494f653cdc8,2024-11-19 12:48:06.985000+05:30,YES,2024-11-19 12:48:06.985000+05:30,MEDIUM,ACTIVE,CVE-2023-39615 - libxml2,PACKAGE_VULNERABILITY,2024-11-19 12:48:06.985000+05:30,6,1,5.5
531341628109,"Allocation of Resources Without Limits or Throttling vulnerability in Apache Tomcat.

This issue affects Apache Tomcat: from 11.0.0-M1 through 11.0.0-M20, from 10.1.0-M1 through 10.1.24, from 9.0.13 through 9.0.89. Older, unsupported versions may also be affected.

Users are recommended to upgrade to version 11.0.0-M21, 10.1.25, or 9.0.90, which fixes the issue.

Apache Tomcat, under certain configurations on any platform, allows an attacker to cause an OutOfMemoryError by abusing the TLS handshake process.",NO,arn:aws:inspector2:ap-south-1:531341628109:finding/08db9b68f5414c91dcd2116d912767d4,2024-11-19 12:48:06.985000+05:30,YES,2024-11-19 12:48:06.985000+05:30,UNTRIAGED,ACTIVE,CVE-2024-38286 - org.apache.tomcat.embed:tomcat-embed-core,PACKAGE_VULNERABILITY,2024-11-19 12:48:06.985000+05:30,7,1,
531341628109,Vim before 9.0.2142 has a stack-based buffer overflow because did_set_langmap in map.c calls sprintf to write to the error buffer that is passed down to the option callback functions.,NO,arn:aws:inspector2:ap-south-1:531341628109:finding/0abd754c39995b830b444fc2048ab704,2024-11-19 12:48:06.985000+05:30,YES,2024-11-19 12:48:06.985000+05:30,MEDIUM,ACTIVE,"CVE-2024-22667 - vim-minimal, vim-data",PACKAGE_VULNERABILITY,2024-11-19 12:48:06.985000+05:30,8,1,5.5
531341628109,"An issue was discovered in systemd 253. An attacker can modify the contents of past events in a sealed log file and then adjust the file such that checking the integrity shows no error, despite modifications. NOTE: the vendor reportedly sent ""a reply denying that any of the finding was a security vulnerability.""",NO,arn:aws:inspector2:ap-south-1:531341628109:finding/0c57f999405b0e7f1b93cf21469bdd31,2024-11-19 12:48:06.985000+05:30,YES,2024-11-19 12:48:06.985000+05:30,MEDIUM,ACTIVE,"CVE-2023-31439 - systemd-sysv, systemd and 1 more",PACKAGE_VULNERABILITY,2024-11-19 12:48:06.985000+05:30,9,1,5.3
531341628109,"PCRE before 8.38 mishandles the (?(<digits>) and (?(R<digits>) conditions, which allows remote attackers to cause a denial of service (integer overflow) or possibly have unspecified other impact via a crafted regular expression, as demonstrated by a JavaScript RegExp object encountered by Konqueror.",NO,arn:aws:inspector2:ap-south-1:531341628109:finding/0c9a2413a01c97f78701584e0c7db54e,2024-11-19 12:48:06.985000+05:30,YES,2024-11-19 12:48:06.985000+05:30,MEDIUM,ACTIVE,"CVE-2015-8394 - pcre, glib2",PACKAGE_VULNERABILITY,2024-11-19 12:48:06.985000+05:30,10,1,5.9
531341628109,"Bouncy Castle For Java before 1.74 is affected by an LDAP injection vulnerability. The vulnerability only affects applications that use an LDAP CertStore from Bouncy Castle to validate X.509 certificates. During the certificate validation process, Bouncy Castle inserts the certificate's Subject Name into an LDAP search filter without any escaping, which leads to an LDAP injection vulnerability.",NO,arn:aws:inspector2:ap-south-1:531341628109:finding/0e3e39c3baf1332d120806db26ef5742,2024-11-19 12:48:06.985000+05:30,NO,2024-11-19 12:48:06.985000+05:30,MEDIUM,ACTIVE,"CVE-2023-33201 - org.bouncycastle:bcprov-jdk15on, org.bouncycastle:bcprov-jdk15on",PACKAGE_VULNERABILITY,2024-11-19 12:48:06.985000+05:30,11,1,5.3
531341628109,"A vulnerability was found in SQLite SQLite3 up to 3.43.0 and classified as critical. This issue affects the function sessionReadRecord of the file ext/session/sqlite3session.c of the component make alltest Handler. The manipulation leads to heap-based buffer overflow. It is recommended to apply a patch to fix this issue. The associated identifier of this vulnerability is VDB-248999.

NOTE: https://sqlite.org/forum/forumpost/5bcbf4571c NOTE: Fixed by: https://sqlite.org/src/info/0e4e7a05c4204b47",NO,arn:aws:inspector2:ap-south-1:531341628109:finding/0e533fd814e258cb67239fdaa0669b09,2024-11-19 12:48:06.985000+05:30,YES,2024-11-19 12:48:06.985000+05:30,HIGH,ACTIVE,"CVE-2023-7104 - nss, nss-sysinit and 1 more",PACKAGE_VULNERABILITY,2024-11-19 12:48:06.985000+05:30,12,1,7.8
531341628109,Integer Overflow or Wraparound vulnerability in apr_base64 functions of Apache Portable Runtime Utility (APR-util) allows an attacker to write beyond bounds of a buffer. This issue affects Apache Portable Runtime Utility (APR-util) 1.6.1 and prior versions.,NO,arn:aws:inspector2:ap-south-1:531341628109:finding/0e8d6796dc39eed39c59445cb3a77323,2024-11-19 12:48:06.985000+05:30,YES,2024-11-19 12:48:06.985000+05:30,CRITICAL,ACTIVE,CVE-2022-24963 - apr,PACKAGE_VULNERABILITY,2024-11-19 12:48:06.985000+05:30,13,1,9.8
531341628109,"A flaw was found in glib before version 2.63.6. Due to random charset alias, pkexec can leak content from files owned by privileged users to unprivileged ones under the right condition.",NO,arn:aws:inspector2:ap-south-1:531341628109:finding/111799b0c8610513ba1a3576d6ff2f59,2024-11-19 12:48:06.985000+05:30,YES,2024-11-19 12:48:06.985000+05:30,MEDIUM,ACTIVE,CVE-2021-3800 - glib2,PACKAGE_VULNERABILITY,2024-11-19 12:48:06.985000+05:30,14,1,4.7
